Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Bracelet style (product.metafields.custom.bracelet_style),CTW (product.metafields.custom.ctw),Diamond cut (product.metafields.custom.cut_2),Diamond ring setting (product.metafields.custom.diamond_ring_setting),Earring Style (product.metafields.custom.earring_style),Engraving (product.metafields.custom.engraving),Necklace pendant style (product.metafields.custom.necklace_pendant_style),Setting type (product.metafields.custom.setting_type),Stone (product.metafields.custom.stone),Style (product.metafields.custom.style),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Color (product.metafields.shopify.color-pattern),Gemstone type (product.metafields.shopify.gemstone-type),Ring size (product.metafields.shopify.ring-size),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Canada,Price / Canada,Compare At Price / Canada,Included / United States,Price / United States,Compare At Price / United States,Status
circle-of-life-diamonds-pendant-necklace-0-15-ctw-in-14k-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1400-0502A.jpg?v=1768525893,2,Circle of life diamonds pendant necklace 0.15 (ctw) in 14k gold - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
circle-of-life-diamonds-pendant-necklace-0-15-ctw-in-14k-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1400-0502.jpg?v=1768525894,3,Circle of life diamonds pendant necklace 0.15 (ctw) in 14k gold - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infinity-heart-pendant-10k-white-gold-and-diamond,Infinity heart pendant 10k white gold and diamond,"<p>Share your heart with a special woman. She loves fashion, but she loves tradition too. Show your love for her with this stunning infinity heart pendant that combines design elements — one side finished in warm white gold with</p>
<p>motifs straight from Italy, the other in shimmering white gold with diamond accents to represent her traditional side. This exclusive infinity heart pendant moves freely on its accompanying gold necklace chain</p>
<p> Durable 10K White Gold<br> 100% Natural, Ethically-Sourced Diamonds<br> A Must-Have for any Jewelry Collection<br> Well-Made for Everyday Wear.</p>
<p>As part of the Global Diamond Montreal commitment to offering premium products, and a premium shopping experience, we invite you to browse our collection of affordable cross pendants in yellow and white gold, as well as collection of Greek Key jewelry that features many stylish rings, pendant, bracelets, and earrings — designed to fit any budget.<br><br><meta charset=""utf-8""></p>
<table class=""woocommerce-product-attributes shop_attributes"">
<tbody>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-type"">
<th class=""woocommerce-product-attributes-item__label"">Metal Type</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>10K Gold</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-color"">
<th class=""woocommerce-product-attributes-item__label"">Metal Color</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>White</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_main-stone-color"">
<th class=""woocommerce-product-attributes-item__label"">Main Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>White</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_item-weight"">
<th class=""woocommerce-product-attributes-item__label"">Item Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>2.2 Grams</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stock-ring-size"">
<th class=""woocommerce-product-attributes-item__label"">Stock Ring Size</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>No</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_total-carat-weight"">
<th class=""woocommerce-product-attributes-item__label"">Total Carat Weight</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>1 pt</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_stone-type"">
<th class=""woocommerce-product-attributes-item__label"">Stone Type</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>Diamond</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-shape"">
<th class=""woocommerce-product-attributes-item__label"">Stone Shape</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>Round</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-cut"">
<th class=""woocommerce-product-attributes-item__label"">Stone Cut</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>Very Good</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-color"">
<th class=""woocommerce-product-attributes-item__label"">Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>G-H</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-clarity"">
<th class=""woocommerce-product-attributes-item__label"">Stone Clarity</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>SI</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_other-specs"">
<th class=""woocommerce-product-attributes-item__label"">Other Specs</th>
<td class=""woocommerce-product-attributes-item__value"">
<p>Chain Included</p>
</td>
</tr>
</tbody>
</table>
<ul></ul>",Doctor Diamond Jewelry,Uncategorized,Diamond Pendant,"Diamond Earrings, Gold Necklace, mothers-day-2026",true,Color,White Gold,,,,,,,,1400-0019,3200.0,shopify,10,deny,manual,805.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1400-0019face.jpg?v=1768525870,1,Infinity heart pendant 10k white gold and diamond - Global Diamond Montreal,false,,,,,,,,,,,,,,,0.01,round-1,,,,heart,pave-setting,,,,,,,,,,,,kg,,,true,,,true,,,active
infinity-heart-pendant-10k-white-gold-and-diamond,,,,,,,,,Yellow Gold,,,,,,,,1400-0019,3200.0,shopify,10,deny,manual,805.00,0.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0830/7313/8982/files/IMG_0086-1024x683_jpg.webp?v=1768525870,2,Infinity heart pendant 10k white gold and diamond - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,,,,,,,,
infinity-heart-pendant-10k-white-gold-and-diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1400-1019face.jpg?v=1768525877,3,Infinity heart pendant 10k white gold and diamond - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
infinity-heart-pendant-10k-white-gold-and-diamond,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1400-1019side.jpg?v=1768525884,4,Infinity heart pendant 10k white gold and diamond - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
copy-of-sapphire-diamond-4-70-ctw-tennis-bracelet-in-14k-yellow-gold,Marquise cut diamonds & ruby bracelet (2.2 ctw) in white gold,"<p><meta charset=""utf-8""><span>With its creative marquise cut diamond design, this ranks among the best. Bracelet signifies a lot with its estimable diamond design to your beloved person when they’re gifted. The impressive feature along with ideal quality white gold that provides extreme comfort and allows for active movements. Not to mention that the bracelet is great for casual occasions and comes in an attractive 10k white gold.</span></p>
<p> </p>
<p> </p>
<table data-mce-fragment=""1"" class=""woocommerce-product-attributes shop_attributes"">
<tbody data-mce-fragment=""1"">
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-type"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"">Metal Type</th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"">
<p data-mce-fragment=""1"">10K Gold</p>
</td>
</tr>
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-color"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"">Metal Color</th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"">
<p data-mce-fragment=""1"">White</p>
</td>
</tr>
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_main-stone-color"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"">Main Stone Color</th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"">
<p data-mce-fragment=""1"">Red</p>
</td>
</tr>
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_item-weight"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"">Item Weight</th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"">
<p data-mce-fragment=""1"">10.2 Grams</p>
</td>
</tr>
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stock-ring-size"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"">Stock Ring Size</th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"">
<p data-mce-fragment=""1"">No</p>
</td>
</tr>
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_total-carat-weight"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"">Total Carat Weight</th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"">
<p data-mce-fragment=""1"">2.2</p>
</td>
</tr>
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_stone-type"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"">Stone Type</th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"">
<p data-mce-fragment=""1"">Diamond, Ruby</p>
</td>
</tr>
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-shape"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"">Stone Shape</th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"">
<p data-mce-fragment=""1"">Marquise / Round</p>
</td>
</tr>
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-cut"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"">Stone Cut</th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"">
<p data-mce-fragment=""1"">Very Good</p>
</td>
</tr>
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-color"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"">Stone Color</th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"">
<p data-mce-fragment=""1"">Pinkish-Red / G-H</p>
</td>
</tr>
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-clarity"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"">Stone Clarity</th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"">
<p data-mce-fragment=""1"">AAA / SI2-I1</p>
</td>
</tr>
<tr data-mce-fragment=""1"" class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_other-specs"">
<th data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__label"">Other Specs</th>
<td data-mce-fragment=""1"" class=""woocommerce-product-attributes-item__value"">
<p data-mce-fragment=""1"">Additional Information Available Upon Request</p>
</td>
</tr>
</tbody>
</table>
<p><br><br><br><br></p>",Doctor Diamond Jewelry,Apparel & Accessories > Jewelry > Rings,Gemstone Bracelets,"mothers-day-2026, Tennis Bracelet, Womens Bracelet",true,Choose Color,White Gold,,,,,,,,1073-2950,0.0,shopify,1,deny,manual,2000.00,2200.00,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0830/7313/8982/files/0073-2950_-_ruby_and_diamond_gold_bracelet_-_bracelet_de_diamants_et_rubis_en_or_-_global_diamonds-1.jpg?v=1768525286,1,Marquise cut diamonds & ruby bracelet (2.2 ctw) in white gold - Global Diamond Montreal,false,,,,,,,,,,,,,,Marquise cut diamonds & ruby bracelet,2.20,marquise,,,,,prong,,Marquise cut diamonds & ruby bracelet,,,,,,,,,,kg,,,true,,,true,,,active
sapphire-diamond-4-70-ctw-tennis-bracelet-in-14k-yellow-gold,Yellow Sapphire & diamond 4.70 (ctw) bracelet in 14k yellow gold,"<p>Dress up any outfit, with this stunning oval cut fancy yellow sapphire and diamond fashion link bracelet. Featuring an impressive 4.40 carats of oval cut fancy yellow sapphire, separated by brilliant white diamond accents set in brightly polished 14K yellow gold, this incredible bracelet is sure to turn heads. Featuring a secure hidden-box clasp, with safety catch, each gemstone in this gold gemstone bracelet was hand-selected and set by a Global Diamond Montreal master jeweler to ensure this piece meets our high finish standards.</p>
<p> Vibrant Yellow Sapphire in Yellow Gold<br> Complimentary Gift Packaging and Insured Shipping<br> Premium Quality Materials and Workmanship</p>
<p>From our collection of lightweight, affordable fashion bracelets, to our series of Greek Key bracelets, to our selection of exquisite diamond tennis bracelets, Global Diamond Montreal is proud to offer a strong assortment of fine gold bracelets for just about any taste or budget. Every piece of fine jewelry we create has been carefully developed and refined, because we are committed to offering premium, European-level finish standards. Like every piece of fine jewelry sold by Global Diamond Montreal, this tennis bracelet is sold with free Canadan shipping, free gift packaging, and is covered by our 30-Day Hassle-Free Money Back Guarantee, as well as our Limited Lifetime Warranty.</p>
<p><br><meta charset=""utf-8""></p>
<meta charset=""utf-8""><meta charset=""utf-8"">
<table class=""woocommerce-product-attributes shop_attributes"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-type"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Metal Type</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">14K Gold</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-color"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Metal Color</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Yellow</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_main-stone-color"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Main Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Yellow</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_item-weight"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Item Weight</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">7.5 Grams</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stock-ring-size"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Stock Ring Size</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">No</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_total-carat-weight"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Total Carat Weight</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">4.7</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_stone-type"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Stone Type</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Diamond, Sapphire</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-shape"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Stone Shape</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Oval / Round</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-cut"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Stone Cut</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Very Good</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-color"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Yellow / G-H</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-clarity"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Stone Clarity</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">AAA / SI2-I1</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_other-specs"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Other Specs</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Additional Information Available Upon Request</p>
</td>
</tr>
</tbody>
</table>
<br><br><br>",Doctor Diamond Jewelry,Apparel & Accessories > Jewelry > Rings,Gemstone Bracelets,"Diamond, mothers-day-2026, Womens Bracelet",true,Choose Color,Yellow Gold,,,,,,,,1070-1012,0.0,shopify,10,deny,manual,2080.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/1070-0012-1.jpg?v=1768525283,1,Yellow Sapphire & diamond 4.70 (ctw) bracelet in 14k yellow gold - Global Diamond Montreal,false,,,,,,,,,,,,,,Sapphire & diamond tennis bracelet ,4.70,round-1,,,,,prong,,Sapphire & diamond tennis bracelet ,,,,,,,,,,kg,,,true,,,true,,,active
sapphire-diamond-4-70-ctw-tennis-bracelet-in-14k-yellow-gold,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/11929CA8-DDE5-478D-A03C-FC6C891A2E66-1024x683.jpg?v=1768525284,2,Yellow Sapphire & diamond 4.70 (ctw) bracelet in 14k yellow gold - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diamonds-and-9-7-carat-marquis-cut-ruby-14k-yellow-gold-bracelet,Diamonds and 9.7 carat marquis cut ruby 14k yellow gold bracelet,"<p><span style=""font-family: -apple-system, BlinkMacSystemFont, 'San Francisco', 'Segoe UI', Roboto, 'Helvetica Neue', sans-serif; font-size: 0.875rem;""><meta charset=""utf-8"">
<span data-mce-fragment=""1"">Dress up any outfit, with this stunning oval cut ruby and diamond fashion link bracelet. Featuring an impressive 9.40 carats of oval cut red rubies, separated by dazzling white diamond accents set in brightly polished 14K yellow gold, this incredible bracelet is sure to turn heads. Featuring a secure hidden-box clasp, with safety catch, each gemstone in this gold gemstone bracelet was hand-selected and set by a Global Diamond Montreal master jeweller to ensure this piece meets our high finish standards.</span> </span><br><meta charset=""utf-8""></p>
<meta charset=""utf-8""><meta charset=""utf-8"">
<table class=""woocommerce-product-attributes shop_attributes"" data-mce-fragment=""1"">
<tbody data-mce-fragment=""1"">
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-type"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Metal Type</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">14K Gold</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_metal-color"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Metal Color</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Yellow</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_main-stone-color"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Main Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Red</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_item-weight"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Item Weight</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">13.3 Grams</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stock-ring-size"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Stock Ring Size</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">No</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_total-carat-weight"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Total Carat Weight</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">9.7</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_pa_stone-type"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Stone Type</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Diamond, Ruby</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-shape"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Stone Shape</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Round / Round</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-cut"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Stone Cut</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Very Good</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-color"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Stone Color</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Red / G-H</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_stone-clarity"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Stone Clarity</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">AAA / SI2-I1</p>
</td>
</tr>
<tr class=""woocommerce-product-attributes-item woocommerce-product-attributes-item--attribute_other-specs"" data-mce-fragment=""1"">
<th class=""woocommerce-product-attributes-item__label"" data-mce-fragment=""1"">Other Specs</th>
<td class=""woocommerce-product-attributes-item__value"" data-mce-fragment=""1"">
<p data-mce-fragment=""1"">Additional Information Available Upon Request</p>
</td>
</tr>
</tbody>
</table>
<br><br>",Doctor Diamond Jewelry,Apparel & Accessories > Jewelry > Rings,Gemstone Bracelets,"mothers-day-2026, Tennis Bracelet, Womens Bracelet",true,Choose Color,Yellow Gold,,,,,,,,1070-0011,0.0,shopify,10,deny,manual,2080.00,0.00,true,true,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/Gemstone_Bracelets_1070-0011.webp?v=1768525273,1,Diamonds and 9.7 carat marquis cut ruby 14k yellow gold bracelet - Global Diamond Montreal,false,,,,,,,,,,,,,,Bracelet diamonds and marquis cut ruby ,9.70,round-1,,,,,prong,,Bracelet diamonds and marquis cut ruby ,,,,,,,,,,kg,,,true,,,true,,,active
diamonds-and-9-7-carat-marquis-cut-ruby-14k-yellow-gold-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/Gemstone_Bracelet_1070-0011_1.webp?v=1768525274,2,Diamonds and 9.7 carat marquis cut ruby 14k yellow gold bracelet - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diamonds-and-9-7-carat-marquis-cut-ruby-14k-yellow-gold-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/2_Gemstone_Bracelets_1070-0011.webp?v=1768525276,3,Diamonds and 9.7 carat marquis cut ruby 14k yellow gold bracelet - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
diamonds-and-9-7-carat-marquis-cut-ruby-14k-yellow-gold-bracelet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0830/7313/8982/files/Gemstone_Bracelet_1070-0011_2.webp?v=1768525277,4,Diamonds and 9.7 carat marquis cut ruby 14k yellow gold bracelet - Global Diamond Montreal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
